scorer,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi
individuals,Larva1,Larva1,Larva1,Larva1,Larva1,Larva1,Larva2,Larva2,Larva2,Larva2,Larva2,Larva2,Larva3,Larva3,Larva3,Larva3,Larva3,Larva3,Larva4,Larva4,Larva4,Larva4,Larva4,Larva4,Larva5,Larva5,Larva5,Larva5,Larva5,Larva5
bodyparts,Mid,Mid,Front,Front,Back,Back,Mid,Mid,Front,Front,Back,Back,Mid,Mid,Front,Front,Back,Back,Mid,Mid,Front,Front,Back,Back,Mid,Mid,Front,Front,Back,Back
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/G_cropped/img006c0.png,,,,,,,,,,,,,341.36747247245137,323.5782698113346,328.7405011063644,316.4795247149772,318.24943534449096,309.5692418778151,134.79846132310774,165.2470907454158,137.95535010928256,179.7076780885394,136.63149352153187,194.473770798067,,,,,,
labeled-data/G_cropped/img006c1.png,307.31539235826904,61.32480065312103,297.16887315832946,52.22035639804005,286.19966321244874,41.3608385516182,,,,,,,,,,,,,,,,,,,371.1891864363165,380.1489086675099,371.1891864363165,365.9565797162088,375.9199627534168,355.7854106344432
labeled-data/G_cropped/img006c2.png,104.31539235826904,373.32480065312103,94.16887315832946,364.22035639804005,83.19966321244874,353.3608385516182,370.79148686225426,143.79739397670608,390.385068060491,139.1909560128822,,,,,,,,,,,,,,,,,,,,
labeled-data/G_cropped/img006c3.png,149.31539235826904,139.32480065312103,139.16887315832946,130.22035639804005,128.19966321244874,119.3608385516182,,,,,,,,,,,,,329.79846132310774,168.2470907454158,332.95535010928256,182.7076780885394,331.63149352153187,197.473770798067,,,,,,
labeled-data/G_cropped/img006c4.png,292.31539235826904,150.32480065312103,282.16887315832946,141.22035639804005,271.19966321244874,130.3608385516182,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/G_cropped/img006c5.png,,,,,,,,,,,,,,,,,,,,,,,,,262.1891864363165,91.14890866750989,262.1891864363165,76.95657971620881,266.9199627534168,66.78541063444322
labeled-data/G_cropped/img006c6.png,,,,,,,,,,,,,212.36747247245137,64.57826981133462,199.74050110636438,57.479524714977174,189.24943534449096,50.5692418778151,,,,,,,,,,,,
labeled-data/G_cropped/img006c7.png,367.31539235826904,276.32480065312103,357.16887315832946,267.22035639804005,346.19966321244874,256.3608385516182,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/G_cropped/img006c8.png,,,,,,,,,,,,,330.36747247245137,18.57826981133462,317.7405011063644,11.479524714977174,307.24943534449096,4.569241877815102,,,,,,,7.189186436316504,150.1489086675099,7.189186436316504,135.9565797162088,11.919962753416826,125.78541063444322
labeled-data/G_cropped/img006c9.png,,,,,,,,,,,,,,,,,,,,,,,,,321.1891864363165,93.14890866750989,321.1891864363165,78.95657971620881,325.9199627534168,68.78541063444322
labeled-data/G_cropped/img023c0.png,,,,,,,,,,,1.8449975128501137,86.6754825708199,,,,,,,,,,,,,,,,,,
labeled-data/G_cropped/img023c1.png,,,,,,,,,,,,,110.35084016076212,254.61419415462694,99.2943876213028,244.93979818260004,86.6674162552157,239.4743926659355,,,,,,,,,,,,
labeled-data/G_cropped/img023c2.png,163.26430793878615,35.324800653120974,152.62417429128186,28.2496602380279,142.36796299188336,21.174519822934883,,,,,,,,,,,,,339.5947910788384,56.914961951719306,340.0932906222695,71.98656002765097,343.77003108635995,85.93797176010116,218.93148775092618,357.9335297211902,223.42572525217156,345.16043366501924,225.79111341072166,332.62387642470344
labeled-data/G_cropped/img023c3.png,,,,,,,83.42528500184926,159.67666160733637,98.38285504725502,151.1833528675697,111.84499751285011,148.6754825708199,,,,,,,,,,,,,,,,,,
labeled-data/G_cropped/img023c4.png,,,,,,,,,,,,,,,,,,,,,274.0932906222695,6.986560027650967,277.77003108635995,20.937971760101163,152.93148775092618,292.9335297211902,157.42572525217156,280.16043366501924,159.79111341072166,267.62387642470344
