scorer,JD_Black_BG,JD_Black_BG,JD_Black_BG,JD_Black_BG,JD_Black_BG,JD_Black_BG,JD_Black_BG,JD_Black_BG,JD_Black_BG,JD_Black_BG,JD_Black_BG,JD_Black_BG
bodyparts,bodypart1,bodypart1,bodypart2,bodypart2,bodypart3,bodypart3,bodypart4,bodypart4,bodypart5,bodypart5,bodypart6,bodypart6
coords,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/Record1/img00361.png,124.55436287923852,427.7055941939321,139.45456038072572,402.46648414039254,201.4880356930398,357.7658916359309,214.86780487804873,360.1985769422962,212.73920523497912,378.74780240333126,151.617986912552,422.8402235812016
labeled-data/Record1/img00441.png,84.41505532421175,452.64061858417597,105.39696609161211,427.4015085306364,171.6876406900654,386.958115312314,185.97966686496127,390.6071432718619,182.63472456870906,404.8991694467578,119.38490660321233,445.95073399167154
labeled-data/Record1/img00838.png,299.1123259964306,161.58579083878635,322.5343842950624,142.79031195716829,396.8488161808446,109.8259336109458,408.7044259369422,115.31999666864955,406.68029744199873,128.33225127900053,330.0525758477096,164.18824176085656
labeled-data/Record1/img01304.png,148.52382867340862,178.1767792504461,180.37260440214152,176.36718972040447,262.52796906603203,169.1288316002379,270.4901629982152,178.90061506246275,263.97564069006535,188.3104806186793,181.4583581201665,198.08226408090417
labeled-data/Record1/img01493.png,286.36258179654965,310.44070672218913,320.96864961332534,309.13481737061267,400.9543723973825,313.7054301011302,405.85145746579417,324.47901725163587,398.66906603212374,334.5996597263533,316.0715645449137,330.68199167162396
labeled-data/Record1/img01877.png,178.62671029149314,262.1228007138608,213.55925044616296,245.79918381915527,294.1979179060083,276.48758358120165,296.8096966091612,287.2611707317073,284.7302201070791,293.7906174895895,210.62099940511598,266.3669411064842
labeled-data/Record1/img02676.png,414.8858132064247,184.6135025342058,442.04831171921467,162.88350372397377,518.1033075550267,136.40006767400354,526.9311195716834,144.20928599643065,523.8753384889947,154.73475417013677,450.87612373587143,186.65068992266504
labeled-data/Record1/img02855.png,353.34591076740026,213.3851765377751,372.3074241522902,194.66991657346813,448.89223795359896,163.39573215942886,458.9886281975014,169.30581425342052,456.52609399167153,180.14096475907195,381.9113075550267,215.84771074360495
labeled-data/Record1/img03319.png,226.10271743010108,320.25990729327776,243.02704342653175,296.38451883402735,330.36865437239726,278.55353251635927,338.52859726353347,288.2245759428911,329.1597739440808,299.70894001189765,255.41806781677565,316.0288257941701
labeled-data/Record1/img03811.png,260.6942645971914,386.4175107169253,252.4163636363636,355.78927716186246,302.4976644493717,285.4271189948263,319.88125646711006,286.66880413895046,318.63957132298594,299.4995506282335,273.9389061345159,360.7560177383591
labeled-data/Record1/img03973.png,238.52188868042523,447.5393482290067,235.6769287622946,417.8253224174199,254.01111490135878,347.3335377792938,268.23591449201206,341.9597246006026,275.1902609585536,350.81071101256464,261.28156802547045,422.8830289385411
labeled-data/Record1/img04691.png,370.38003807257576,369.31002812611536,336.37467935752517,361.9970477572873,302.734969660916,288.8672440690065,318.4578774538964,287.4046479952409,321.748718619869,298.374118548483,348.8067459845329,342.98329879833426
labeled-data/Record1/img05019.png,361.82777303996806,224.08878253453855,363.31051793734713,260.7867187446699,295.84562510660066,289.7002442435612,297.32837000397967,275.98485394280505,312.1558189777701,274.8727952697708,341.06934447666146,248.55407334129276
labeled-data/Record1/img05531.png,372.0159861276934,142.35506259594055,376.1708556484166,172.82410574791055,366.4761601000625,246.22680061402005,354.01155153789296,254.99819182443565,342.4702473136619,243.91853976917383,350.77998635510824,169.1308883961566
labeled-data/Record1/img06147.png,258.35917789527537,289.09086338052174,273.0956609244413,321.838603445335,218.0794576155551,387.00660617431333,207.92765819546298,383.4043547671839,208.25513559611113,370.3052587412586,250.17224287907206,318.8913068395018
labeled-data/Record1/img07037.png,307.5372687475126,370.92628324520996,314.23463642049,340.25938916368176,359.70623798965255,271.52324725680813,372.39598726476765,274.69568457558694,374.158452441867,285.6229686736027,338.2041628290408,346.25177076581946
labeled-data/Record1/img07278.png,265.70587867417134,349.1775084427767,267.7071294559099,319.15874671669786,298.52639149468416,247.11371857410876,309.3331457160725,245.11246779237018,316.9378986866791,252.7172207629768,289.7208880550344,327.96425015634765
labeled-data/Record1/img07599.png,272.5782739212007,374.3861729490021,270.81808289271703,343.8761951219511,306.60863380521914,270.82826743987715,320.1034316902609,271.4149977827051,325.384004775712,280.8026832679515,293.4072010915913,350.0368637216441
labeled-data/Record1/img07954.png,319.09078969810673,174.8111658422878,324.98083461254186,198.37134550002844,322.4565296492125,277.0455168571266,313.6214622775598,286.7220192165558,300.999937460913,279.56982182045596,303.52424242424235,197.10919301836375
labeled-data/Record1/img08370.png,311.6210847688896,296.54588640627657,322.46422536812776,273.1653644891693,331.9519733924611,219.28850963670467,337.37354369208026,208.7842171811927,350.2497731536755,209.12306532491888,346.5224435726874,284.3473532321336
labeled-data/Record1/img09793.png,248.0086815623401,358.6205921882995,239.15314685314684,334.46913389049973,279.40557734947976,273.2854395360737,296.3115981579396,272.48039092614704,296.3115981579396,286.1662172949002,264.51217806583657,339.2994255500597
labeled-data/Record1/img10229.png,265.2044652908067,381.9489906191369,236.28639149468415,361.9614984365228,285.19195747342087,296.895832395247,299.6509943714821,301.1484903064415,296.674133833646,314.75699562226384,261.8023389618511,359.4099036898061
labeled-data/Record1/img10538.png,257.1919452706722,373.3554707911956,225.29093396787624,361.93826674598444,158.46671029149314,334.40265698988685,152.42230814991075,321.64225246876845,168.8765139797739,316.6052506841165,242.75254015466982,343.46926020226044
labeled-data/Record1/img11323.png,383.7523450327186,342.0682168233194,367.4436525877454,320.9016159904818,346.6240452111838,320.9016159904818,325.1104509220702,329.57645239738247,326.8454182034503,307.02187773944075,389.9982272456871,313.9617468649613
labeled-data/Record1/img11725.png,312.1341748958953,287.86472613920273,349.0721879833432,274.93642155859595,394.5059440809042,254.6205143604996,407.0648685306365,250.55733292088033,412.97495062462815,259.7918361927423,347.9640475907198,300.05427045806056
