scorer,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi
individuals,Larva1,Larva1,Larva1,Larva1,Larva1,Larva1,Larva2,Larva2,Larva2,Larva2,Larva2,Larva2,Larva3,Larva3,Larva3,Larva3,Larva3,Larva3,Larva4,Larva4,Larva4,Larva4,Larva4,Larva4,Larva5,Larva5,Larva5,Larva5,Larva5,Larva5
bodyparts,Mid,Mid,Front,Front,Back,Back,Mid,Mid,Front,Front,Back,Back,Mid,Mid,Front,Front,Back,Back,Mid,Mid,Front,Front,Back,Back,Mid,Mid,Front,Front,Back,Back
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/J_cropped/img009c0.png,263.2923062136618,54.994789538213695,252.0220649208403,44.4017430868758,242.56731084378038,32.95726414580105,,,,,,,,,,,,,373.5620400037021,218.6683291854423,359.5871515997254,222.66115444372144,347.63433507252296,231.089882860996,252.98677304887423,360.4941843063431,266.44492065836806,363.1157885858653,278.3997046813847,365.7373928653874
labeled-data/J_cropped/img009c1.png,,,,,,,,,,,,,396.33110993208425,145.75135608645508,,,,,205.56204000370212,94.6683291854423,191.58715159972542,98.66115444372144,179.63433507252296,107.089882860996,84.98677304887423,236.49418430634307,98.44492065836806,239.1157885858653,110.39970468138472,241.7373928653874
labeled-data/J_cropped/img009c2.png,,,,,,,,,,,,,397.33110993208425,194.75135608645508,,,,,206.56204000370212,143.6683291854423,192.58715159972542,147.66115444372144,180.63433507252296,156.089882860996,85.98677304887423,285.4941843063431,99.44492065836806,288.1157885858653,111.39970468138472,290.7373928653874
labeled-data/J_cropped/img009c3.png,,,,,,,168.59567234654423,187.94467277396632,184.43508169191,195.2108155441718,194.90135398735345,202.62923559231825,,,,,,,,,,,,,,,,,,
labeled-data/J_cropped/img009c4.png,,,394.0220649208403,132.4017430868758,384.5673108437804,120.95726414580105,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/J_cropped/img009c5.png,182.2923062136618,106.9947895382137,171.0220649208403,96.4017430868758,161.56731084378038,84.95726414580105,,,,,,,,,,,,,292.5620400037021,270.6683291854423,278.5871515997254,274.66115444372144,266.63433507252296,283.089882860996,,,,,,
labeled-data/J_cropped/img009c6.png,,,,,,,,,,,,,188.33110993208425,328.7513560864551,198.54435014560056,320.2584652737522,202.53017047297362,308.4158741640431,,,,,,,,,,,,
labeled-data/J_cropped/img009c7.png,,,,,,,,,,,,,,,,,,,,,,,,,331.9867730488742,174.49418430634307,345.44492065836806,177.1157885858653,357.3997046813847,179.7373928653874
labeled-data/J_cropped/img009c8.png,15.292306213661789,17.994789538213695,4.022064920840307,7.401743086875797,,,,,,,,,316.33110993208425,232.75135608645508,326.54435014560056,224.25846527375222,330.5301704729736,212.4158741640431,125.56204000370212,181.6683291854423,111.58715159972542,185.66115444372144,99.63433507252296,194.089882860996,4.986773048874227,323.4941843063431,18.444920658368062,326.1157885858653,30.39970468138472,328.7373928653874
labeled-data/J_cropped/img009c9.png,,,,,,,,,,,,,187.33110993208425,21.751356086455075,197.54435014560056,13.258465273752222,201.53017047297362,1.415874164043089,,,,,,,,,,,,
labeled-data/J_cropped/img048c0.png,,,,,,,314.492099853685,324.4118185871564,330.1410680969359,324.9161230686036,343.1073475380182,329.0701147218153,,,,,,,,,,,,,,,,,,
labeled-data/J_cropped/img048c1.png,,,397.4284036482685,228.63155184324143,386.4342641389744,217.1161316720648,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data/J_cropped/img048c2.png,,,,,,,,,,,,,148.78010156907203,190.086220073439,159.55731916771742,181.5694330734891,166.16278287545708,171.72890400740744,,,,,,,,,,,,
labeled-data/J_cropped/img048c3.png,,,,,,,311.492099853685,19.411818587156404,327.1410680969359,19.91612306860361,340.1073475380182,24.070114721815287,79.78010156907203,312.086220073439,90.55731916771742,303.5694330734891,97.16278287545708,293.72890400740744,,,,,,,,,,,,
