scorer,JD_Black_BG,JD_Black_BG,JD_Black_BG,JD_Black_BG,JD_Black_BG,JD_Black_BG,JD_Black_BG,JD_Black_BG,JD_Black_BG,JD_Black_BG,JD_Black_BG,JD_Black_BG
bodyparts,bodypart1,bodypart1,bodypart2,bodypart2,bodypart3,bodypart3,bodypart4,bodypart4,bodypart5,bodypart5,bodypart6,bodypart6
coords,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/Record9/img017953.png,408.4323281596451,164.32142793791564,415.35028824833694,183.47885587583136,470.16181818181803,224.98661640798215,478.41015521064287,234.0331796008868,466.7028381374722,241.2172150776052,396.4589356984478,181.88240354767174
labeled-data/Record9/img025115.png,141.08823810336003,176.9369490022172,151.45153334470405,150.71146716697928,216.80374211154697,204.00841412246282,216.1692546477912,216.27517175507413,203.691001193928,213.31423025754725,159.06538290977312,170.16908272215582
labeled-data/Record9/img026980.png,260.8993655125362,309.239456251066,279.28585706975946,276.4780712945591,346.8144260617431,213.96399999999997,357.5120211495821,220.64999692989934,349.8231246801978,231.34759201773835,297.67234862698274,286.1727668429131
labeled-data/Record9/img034549.png,405.8296038072575,186.23956397382503,403.8315930993455,209.93026236763822,473.19110767400343,228.48321894110637,478.899709696609,235.61897146936337,469.48051635930983,242.1838637953598,381.2826151100534,212.21370317668044
labeled-data/Record9/img040982.png,350.0683324805276,252.8762292341804,332.89396213542557,279.074421286031,317.46613792711355,219.109670589573,331.43850702143385,218.52748854397635,332.31178008982886,235.99294991187674,323.870140428677,258.69804969014723
labeled-data/Record9/img062487.png,325.6528000454829,267.90025561430434,305.35602365114545,278.6456078230712,304.16209562794916,203.8261183694354,318.489231906305,205.0200463926317,315.3054238444481,222.53099073284434,311.3256637671271,255.5629993746091
labeled-data/Record9/img067397.png,331.8401580533287,252.69475217465464,338.9900813008129,276.82574313491386,322.3069270566831,216.05139553129803,335.41511967707083,217.2430494058787,335.41511967707083,230.6491554949116,323.4985809312638,263.7175505145261
labeled-data/Record9/img069715.png,364.31484830458055,273.48373958358115,327.9495609756097,277.4443154312909,239.73673527662103,278.884524830458,240.8168923259964,268.0829543367043,251.97851516954194,267.7229019869125,325.06914217727535,256.9213314931588
labeled-data/Record9/img070495.png,340.0972635336109,250.75740582986316,339.5749077929803,283.40463961927423,309.5394527067221,252.5856509220702,322.07599048185597,248.92916073765616,317.6359666864961,271.65163545508625,324.68776918500885,274.7857698988697
labeled-data/Record9/img070744.png,366.5868292682926,280.7369475312313,323.6230696014277,283.3673817965496,229.804247471743,290.38187317073164,227.6122189173111,279.4217303985722,237.2571445568114,274.16086186793564,325.3766924449732,266.2695590719809
labeled-data/Record9/img087786.png,348.62871861986906,293.0075209518143,310.13110053539555,290.70915569303975,230.83749910767398,266.5763204759071,225.37888161808445,253.93531155264714,237.7325948839976,248.4766940630576,319.3245615704937,273.1841205948839
labeled-data/Record9/img091119.png,364.9731570868156,250.52312217863425,350.1297890727159,268.04316311330933,295.8663289555972,252.95646119733914,310.9530308715674,248.57645096367037,313.3863698902723,261.2298138609357,329.6897413155949,258.30980703848985
labeled-data/Record9/img095052.png,371.1004092801903,246.55282588935157,349.9748506841165,276.01742077334916,290.48972516359305,252.94608704342653,301.33047233789404,245.71892226055917,307.16779773944074,254.8918621772754,334.1306817370612,257.3935730636526
labeled-data/Record9/img106966.png,416.23084768889646,376.29263721644213,392.1567104440275,352.2184999715732,310.1827494456762,292.7949966456308,311.7064290181363,282.12923963841035,323.8958655978168,280.91029598044236,408.9171857410882,340.33379930638466
labeled-data/Record9/img125100.png,371.78506841165967,273.103997620464,334.84705532421174,285.04355740630575,231.86835217132653,267.1342177275431,230.37590719809631,255.19465794170134,241.56924449732298,251.0904342653182,330.7428316478286,267.50732897085066
labeled-data/Record9/img126570.png,420.663707317073,370.8693346341463,391.2923902439023,355.26582243902436,322.75931707317056,299.888651707317,323.0652682926828,290.0982126829268,335.915219512195,287.95655414634143,406.58995121951205,342.10992
labeled-data/Record9/img146371.png,433.78873955312974,396.0679058502472,411.3156029336517,366.5949397919153,352.0012587412587,290.70205219171066,357.8958519529251,282.2285744499403,370.7902746034453,282.2285744499403,430.4730308715674,355.1741654443117
labeled-data/Record9/img147246.png,456.60901131388925,397.2087097617828,413.1159190403092,386.69077241457717,346.88134061060885,312.4966738302347,351.1453692648814,301.97873648302914,364.7902609585536,301.97873648302914,432.16191369605997,373.045880720905
labeled-data/Record9/img151751.png,325.1920023795359,143.98420397382503,290.81726353361086,136.55182800713854,218.35159785841753,76.47345560975603,223.61619750148714,65.32489165972629,236.6228554431885,68.11203264723372,304.44328613920277,122.61612306960136
labeled-data/Record9/img165450.png,324.2215964523281,143.85982125191876,286.3774893399283,134.17877059525836,217.1433088862357,76.09246665529592,223.59734265734264,64.94459014156575,236.21204502814257,67.29151151287736,299.87228722497014,120.39060753880263
labeled-data/Record9/img176574.png,391.4791233157086,254.72374756950353,359.7547501279208,233.57416544431163,317.87857752004084,162.08857786116312,322.9544772300869,151.936778441071,334.79824322019437,155.3207115811017,378.7893740405935,225.1143325942349
labeled-data/Record9/img177205.png,325.73674479476495,143.99136770969656,292.7835597858417,136.0963338013087,217.26584414039257,76.02542362879234,223.4445663295657,66.75734034503267,236.8317977394408,67.44386503271858,306.1707911957168,124.42541411064838
labeled-data/Record9/img184984.png,257.59361760191024,257.1689121610097,297.0409994883165,244.79981784069585,314.09029165955985,200.67223810336003,322.7820876684291,192.3147419409858,335.1511819887429,200.33793825686504,298.37819887429634,266.5293078628688
labeled-data/Record9/img190999.png,232.67080785246876,311.54014829268283,264.89082926829263,279.6391369898869,331.88295300416416,229.2355391314693,342.72929684711477,228.59751890541335,345.91939797739434,242.63396387864358,277.0132135633551,295.2706325282569
labeled-data/Record9/img197196.png,398.1525032690886,268.54947956108924,369.2025913923475,245.21671476490982,327.722120643584,168.73709682187726,336.795973619876,160.09533208255155,348.03026778099945,165.71247916311324,386.91820910796514,237.0070382625504
