scorer,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi,Hadi
individuals,Larva1,Larva1,Larva1,Larva1,Larva1,Larva1,Larva2,Larva2,Larva2,Larva2,Larva2,Larva2,Larva3,Larva3,Larva3,Larva3,Larva3,Larva3,Larva4,Larva4,Larva4,Larva4,Larva4,Larva4,Larva5,Larva5,Larva5,Larva5,Larva5,Larva5
bodyparts,Mid,Mid,Front,Front,Back,Back,Mid,Mid,Front,Front,Back,Back,Mid,Mid,Front,Front,Back,Back,Mid,Mid,Front,Front,Back,Back,Mid,Mid,Front,Front,Back,Back
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/H_cropped/img027c0.png,,,,,,,,,,,,,,,,,,,,,,,,,239.0540254090352,146.96271304035156,236.4672680326022,154.26073093784055,247.93521966807526,160.5704813868315
labeled-data/H_cropped/img027c1.png,,,,,,,,,,,,,,,,,,,355.80709156463854,307.06830852125756,368.3026470560818,296.4936321019105,373.27075948039055,282.22774639971374,64.0540254090352,150.96271304035156,61.46726803260219,158.26073093784055,72.93521966807526,164.5704813868315
labeled-data/H_cropped/img027c2.png,,,,,,,,,,,,,217.13662020786478,10.75896889567764,235.54390435084576,15.692952178552275,242.37273142519075,23.86233433544311,117.80709156463854,339.06830852125756,130.3026470560818,328.4936321019105,135.27075948039055,314.22774639971374,,,,,,
labeled-data/H_cropped/img027c3.png,159.92406321502892,28.162623834046997,146.70165890542296,20.901136935890975,137.79414503521468,11.976691942199409,376.9678196600147,7.479589061345337,392.81408721359935,8.307379157428102,,,,,,,,,,,,,,,158.0540254090352,301.96271304035156,155.4672680326022,309.26073093784055,166.93521966807526,315.5704813868315
labeled-data/H_cropped/img027c4.png,,,,,,,15.967819660014698,153.47958906134534,31.81408721359935,154.3073791574281,44.46745011086466,157.73679526977105,188.13662020786478,275.75896889567764,206.54390435084576,280.6929521785523,213.37273142519075,288.8623343354431,,,,,,,,,,,,
labeled-data/H_cropped/img027c5.png,,,,,,,,,,,,,,,,,,,,,,,,,224.0540254090352,217.96271304035156,221.4672680326022,225.26073093784055,232.93521966807526,231.5704813868315
labeled-data/H_cropped/img027c6.png,,,,,,,,,,,,,,,,,,,,,,,,,205.0540254090352,7.962713040351559,202.4672680326022,15.260730937840549,213.93521966807526,21.57048138683149
labeled-data/H_cropped/img027c7.png,,,,,,,21.967819660014698,48.47958906134534,37.81408721359935,49.3073791574281,50.46745011086466,52.73679526977105,194.13662020786478,170.75896889567764,212.54390435084576,175.69295217855228,219.37273142519075,183.8623343354431,,,,,,,,,,,,
labeled-data/H_cropped/img027c8.png,,,,,,,,,,,,,,,,,,,,,,,,,127.0540254090352,21.96271304035156,124.46726803260219,29.26073093784055,135.93521966807526,35.57048138683149
labeled-data/H_cropped/img027c9.png,110.92406321502892,63.162623834047,97.70165890542296,55.901136935890975,88.79414503521468,46.97669194219941,327.9678196600147,42.47958906134534,343.81408721359935,43.3073791574281,356.46745011086466,46.73679526977105,,,,,,,,,,,,,109.0540254090352,336.96271304035156,106.46726803260219,344.26073093784055,117.93521966807526,350.5704813868315
labeled-data/H_cropped/img078c0.png,76.5967516803841,12.900096748991132,61.691062989021646,8.967921204643972,47.69983372657714,6.681772632349123,256.390523978186,0.2115871141843968,,,,,,,,,,,,,,,,,76.97942402460842,277.1546478626291,66.42467510273838,285.4874261281773,60.66472131521931,294.6096254925669
labeled-data/H_cropped/img078c1.png,,,,,,,,,,,,,,,14.759072588815343,331.0790829629108,26.1967683240199,338.10219866153994,,,,,,,,,,,,
labeled-data/H_cropped/img078c2.png,,,,,,,,,,,,,,,,,,,164.69746464852676,160.1033607259019,175.97357436309414,155.94068470977663,184.19354219240506,143.66342506728017,,,,,,
labeled-data/H_cropped/img078c3.png,,,,,,,,,,,,,,,,,,,199.69746464852676,137.1033607259019,210.97357436309414,132.94068470977663,219.19354219240506,120.66342506728017,,,,,,
