scorer,JD_Black_BG,JD_Black_BG,JD_Black_BG,JD_Black_BG,JD_Black_BG,JD_Black_BG,JD_Black_BG,JD_Black_BG,JD_Black_BG,JD_Black_BG,JD_Black_BG,JD_Black_BG
bodyparts,bodypart1,bodypart1,bodypart2,bodypart2,bodypart3,bodypart3,bodypart4,bodypart4,bodypart5,bodypart5,bodypart6,bodypart6
coords,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/Record5/img005507.png,432.76168855534706,331.61052908067535,466.3827016885553,348.1208480300187,523.1181613508443,418.96512570356464,518.6153470919323,429.771879924953,505.4070919324577,429.771879924953,444.168818011257,363.1302288930581
labeled-data/Record5/img011731.png,362.5453215077605,143.24743851270676,342.89667746887255,111.9324120757291,359.1682108135766,29.960725225993485,372.3696435272044,24.127534026948638,382.80798567286365,37.94298686679173,366.5364523281596,113.46746239126722
labeled-data/Record5/img012228.png,131.24866109500255,148.273397919154,163.31415657513213,165.2681105236227,219.42877366535896,240.6220249019273,214.61894934333952,251.84494831997264,200.5101313320825,249.60036363636357,146.31944397066346,175.52906907726418
labeled-data/Record5/img012394.png,457.092486212974,307.5049176189664,472.6476627437603,337.9239295013929,520.0045335152652,405.3296944681334,515.5108158508158,417.7738356927625,501.68399226789467,416.7368239240434,449.48773324236737,341.38063539712317
labeled-data/Record5/img021887.png,191.16351457465794,159.46719057703746,220.2214182034503,142.29661116002376,306.7347221891731,120.17297998810231,316.3106222486615,126.44684554431885,312.3481808447352,137.34355940511597,228.80670791195718,161.77861472932776
labeled-data/Record5/img024035.png,360.6578236397749,265.98951594746705,388.875459662289,281.8994596622888,443.2094183864916,355.1452382739211,439.90735459662295,366.2521801125703,424.89797373358357,364.75124202626637,366.96176360225144,293.60677673545956
labeled-data/Record5/img035469.png,260.87721832242715,142.95081375371794,290.42762879238546,121.19096604402134,343.34972754312906,76.86535033908382,355.16989173111244,73.37302910172511,365.10957525282566,81.43223195716828,304.39691374182036,141.87625337299218
labeled-data/Record5/img041379.png,242.1073295809881,148.1151171755074,275.6646665529592,125.83755733697197,343.62532378190906,89.74227050997784,358.5710284837113,92.84420922167266,355.7510842003524,109.76387492182614,288.6364102564102,146.98713946216384
labeled-data/Record5/img087528.png,338.6648780487804,211.80465040650395,352.6486178861788,243.34936585365844,374.43723577235767,305.78839024390237,377.0388617886178,321.07294308943085,363.3803252032519,325.6257886178861,328.9087804878048,245.6257886178861
labeled-data/Record5/img100283.png,336.51758144294723,215.23706839501955,352.52303939962474,247.94387378475176,363.65727102166124,323.7958267098754,358.09015521064293,335.9738925464778,342.78058673034275,331.79855568821415,329.55868667917446,248.63976326112905
labeled-data/Record5/img109650.png,397.99986436644843,228.93907559785836,373.33401308744794,257.1633421058893,269.72848304580606,244.9402177751338,270.8925901249256,235.62736114217722,283.11571445568114,228.64271866745977,369.8416918500892,236.79146822129678
labeled-data/Record5/img111227.png,397.3421225461035,216.65682912552046,368.6386745984533,245.94606172516353,281.9425461035098,270.84190943486016,272.86288399762043,265.276955240928,274.03445330160616,252.09680057108858,361.3163664485425,224.27202960142768
labeled-data/Record5/img111340.png,394.62214158239135,271.7195417013682,350.85619274241515,267.9138070196311,268.0814634146341,253.32515740630572,261.7385722784056,242.5422424747174,269.98433075550264,232.7107612135633,356.5647947650207,244.76225437239734
labeled-data/Record5/img112940.png,497.39030339083865,289.3721808447352,454.29595478881606,289.3721808447352,372.0249256395002,270.6233408685306,367.5475907198096,259.43000356930395,376.78209399167156,250.47533372992262,462.97079119571674,266.70567281380124
labeled-data/Record5/img115872.png,492.1694110648423,289.8112155145746,454.3098132064247,289.8112155145746,366.8786555621653,268.29389011302794,365.2444283164782,257.6714130160618,373.9603069601427,249.50027678762638,463.8428054729327,268.0215189054134
labeled-data/Record5/img118185.png,392.7925639500296,268.8965820345032,355.20160618679347,268.8965820345032,269.6098869720404,251.25774800713853,263.8266627007733,242.2937503866745,271.34485425342046,232.46226912552044,362.14147531231396,246.05284616299815
labeled-data/Record5/img120795.png,512.2976966091611,289.6117609042237,472.13600237953597,292.8130553718025,386.57413206424746,271.27707440809036,382.79078405710885,260.21805715645445,392.6856942296252,251.77828083283757,479.70269839381314,270.40399409875073
labeled-data/Record5/img121484.png,382.1410374776918,231.23630020226057,357.2899631171921,255.76463333729924,259.1766305770374,268.0287999048186,254.6582534205829,258.9920455919096,264.34049018441397,250.92351495538372,350.1896561570493,233.17274755502677
labeled-data/Record5/img135824.png,286.60537061273044,215.9005219750148,249.76063533610943,209.71060644854248,173.7131017251636,161.37031376561566,175.4816490184414,148.990482712671,186.6824485425342,144.27435659726348,262.4352242712671,187.89852316478283
labeled-data/Record5/img144133.png,418.8498536585365,268.51293839381316,383.7736656751933,268.80769627602615,295.93581677572865,267.0391489827483,285.3245330160618,259.0806861629982,290.9249327781082,247.29037087447944,386.72124449732297,248.17464452111832
labeled-data/Record5/img157244.png,602.9461392028552,363.3016791909577,577.9514170136822,346.35123540749544,501.24347650208193,320.4946262462819,496.0721546698392,307.5663216656751,506.70209399167146,300.3839302320047,597.2002260559188,328.8262003093396
labeled-data/Record5/img161823.png,235.65424185570527,223.76785468190346,250.39072488487125,248.4514637557564,252.60119733924614,348.29113627835574,241.1804229916425,354.18572949002214,229.75964864403892,346.44907589971,224.6018795838308,249.18828790721471
labeled-data/Record5/img177607.png,212.9101449769742,177.0253679003922,236.85692989936888,194.34073545966223,253.80388538290973,282.0228094831997,243.1199351867644,292.33834760361583,230.9623366877025,283.49645778611625,216.5942657342657,196.18279583830795
